---
---
NREL 5.0 MW offshore baseline blade input properties.
---
  49
False
0.477465
0.477465
0.477465
---
1.000000
1.000000
1.045360
1.000000
1.000000
Blade properties
---
---
0.00000	0.25000	13.30800	678.93500	18110000000.00000	9729480000.00000	5564400000.00000	9729480000.00000	0.00000	972.86000	973.04000	0.00000	0.00000	0.00000	0.00017	0.00000
0.00325	0.25000	13.30800	678.93500	18110000000.00000	9729480000.00000	5564400000.00000	9729480000.00000	0.00000	972.86000	973.04000	0.00000	0.00000	0.00000	0.00017	0.00000
0.01951	0.24951	13.30800	773.36300	19424900000.00000	10789500000.00000	5431590000.00000	10789500000.00000	0.00000	1091.52000	1066.38000	0.00000	0.00000	0.00000	-0.02309	0.00000
0.03577	0.24510	13.30800	740.55000	17455900000.00000	10067230000.00000	4993980000.00000	10067230000.00000	0.00000	966.09000	1047.36000	0.00000	0.00000	0.00000	0.00344	0.00000
0.05203	0.23284	13.30800	740.04200	15287400000.00000	9867780000.00000	4666590000.00000	9867780000.00000	0.00000	873.81000	1099.75000	0.00000	0.00000	0.00000	0.04345	0.00000
0.06829	0.22059	13.30800	592.49600	10782400000.00000	7607860000.00000	3474710000.00000	7607860000.00000	0.00000	648.55000	873.02000	0.00000	0.00000	0.00000	0.05893	0.00000
0.08455	0.20833	13.30800	450.27500	7229720000.00000	5491260000.00000	2323540000.00000	5491260000.00000	0.00000	456.76000	641.49000	0.00000	0.00000	0.00000	0.06494	0.00000
0.10081	0.19608	13.30800	424.05400	6309540000.00000	4971300000.00000	1907870000.00000	4971300000.00000	0.00000	400.53000	593.73000	0.00000	0.00000	0.00000	0.07718	0.00000
0.11707	0.18382	13.30800	400.63800	5528360000.00000	4493950000.00000	1570360000.00000	4493950000.00000	0.00000	351.61000	547.18000	0.00000	0.00000	0.00000	0.08394	0.00000
0.13335	0.17156	13.30800	382.06200	4980060000.00000	4034800000.00000	1158260000.00000	4034800000.00000	0.00000	316.12000	490.84000	0.00000	0.00000	0.00000	0.10174	0.00000
0.14959	0.15931	13.30800	399.65500	4936840000.00000	4037290000.00000	1002120000.00000	4037290000.00000	0.00000	303.60000	503.86000	0.00000	0.00000	0.00000	0.10758	0.00000
0.16585	0.14706	13.30800	426.32100	4691660000.00000	4169720000.00000	855900000.00000	4169720000.00000	0.00000	289.24000	544.70000	0.00000	0.00000	0.00000	0.15829	0.00000
0.18211	0.13481	13.18100	416.82000	3949460000.00000	4082350000.00000	672270000.00000	4082350000.00000	0.00000	246.57000	569.90000	0.00000	0.00000	0.00000	0.22235	0.00000
0.19837	0.12500	12.84800	406.18600	3386520000.00000	4085970000.00000	547490000.00000	4085970000.00000	0.00000	215.91000	601.28000	0.00000	0.00000	0.00000	0.30756	0.00000
0.21465	0.12500	12.19200	381.42000	2933740000.00000	3668340000.00000	448840000.00000	3668340000.00000	0.00000	187.11000	546.56000	0.00000	0.00000	0.00000	0.30386	0.00000
0.23089	0.12500	11.56100	352.82200	2568960000.00000	3147760000.00000	335920000.00000	3147760000.00000	0.00000	160.84000	468.71000	0.00000	0.00000	0.00000	0.26519	0.00000
0.24715	0.12500	11.07200	349.47700	2388650000.00000	3011580000.00000	311350000.00000	3011580000.00000	0.00000	148.56000	453.76000	0.00000	0.00000	0.00000	0.25941	0.00000
0.26341	0.12500	10.79200	346.53800	2271990000.00000	2882620000.00000	291940000.00000	2882620000.00000	0.00000	140.30000	436.22000	0.00000	0.00000	0.00000	0.25007	0.00000
0.29595	0.12500	10.23200	339.33300	2050050000.00000	2613970000.00000	261000000.00000	2613970000.00000	0.00000	124.61000	398.18000	0.00000	0.00000	0.00000	0.23155	0.00000
0.32846	0.12500	9.67200	330.00400	1828250000.00000	2357480000.00000	228820000.00000	2357480000.00000	0.00000	109.42000	362.08000	0.00000	0.00000	0.00000	0.20382	0.00000
0.36098	0.12500	9.11000	321.99000	1588710000.00000	2146860000.00000	200750000.00000	2146860000.00000	0.00000	94.36000	335.01000	0.00000	0.00000	0.00000	0.19934	0.00000
0.39350	0.12500	8.53400	313.82000	1361930000.00000	1944090000.00000	174380000.00000	1944090000.00000	0.00000	80.24000	308.57000	0.00000	0.00000	0.00000	0.19323	0.00000
0.42602	0.12500	7.93200	294.73400	1102380000.00000	1632700000.00000	144470000.00000	1632700000.00000	0.00000	62.67000	263.87000	0.00000	0.00000	0.00000	0.14994	0.00000
0.45855	0.12500	7.32100	287.12000	875800000.00000	1432400000.00000	119980000.00000	1432400000.00000	0.00000	49.42000	237.06000	0.00000	0.00000	0.00000	0.15421	0.00000
0.49106	0.12500	6.71100	263.34300	681300000.00000	1168760000.00000	81190000.00000	1168760000.00000	0.00000	37.34000	196.41000	0.00000	0.00000	0.00000	0.13252	0.00000
