AeroDyn airfoil file.
auto generated by airfoil.py (part of rotor TEAM)
1         	Number of airfoil tables in this file   
0         	Table ID parameter                      
11.500000 	Stall angle (deg)                       
0.000000  	No longer used, enter zero              
0.000000  	No longer used, enter zero              
0.000000  	No longer used, enter zero              
-1.833000 	Angle of attack for zero Cn for linear Cn curve (deg)
7.183800  	Cn slope for zero lift for linear Cn curve (1/rad)
1.671700  	Cn at stall value for positive angle of attack for linear Cn curve
-0.307500 	Cn at stall value for negative angle of attack for linear Cn curve
0.000000  	Angle of attack for minimum CD (deg)    
0.009400  	Minimum CD value                        
-180.000000	0.000000  	0.040700  	0.000000  
-175.000000	0.223000  	0.050700  	0.093700  
-170.000000	0.405000  	0.105500  	0.170200  
-160.000000	0.658000  	0.298200  	0.281900  
-155.000000	0.733000  	0.412100  	0.321300  
-150.000000	0.778000  	0.530800  	0.352000  
-145.000000	0.795000  	0.650300  	0.375400  
-140.000000	0.787000  	0.767200  	0.392600  
-135.000000	0.757000  	0.878500  	0.404600  
-130.000000	0.708000  	0.981900  	0.412100  
-125.000000	0.641000  	1.075600  	0.416000  
-120.000000	0.560000  	1.158000  	0.416700  
-115.000000	0.467000  	1.228000  	0.414600  
-110.000000	0.365000  	1.284700  	0.410400  
-105.000000	0.255000  	1.327400  	0.404100  
-100.000000	0.139000  	1.355700  	0.396100  
-95.000000	0.021000  	1.369200  	0.386700  
-90.000000	-0.098000 	1.368000  	0.375900  
-85.000000	-0.216000 	1.352100  	0.363900  
-80.000000	-0.331000 	1.321800  	0.350800  
-75.000000	-0.441000 	1.277300  	0.336700  
-70.000000	-0.544000 	1.219300  	0.321600  
-65.000000	-0.638000 	1.148600  	0.305400  
-60.000000	-0.720000 	1.066000  	0.288400  
-55.000000	-0.788000 	0.972800  	0.270300  
-50.000000	-0.840000 	0.870500  	0.251200  
-45.000000	-0.875000 	0.761100  	0.231100  
-40.000000	-0.889000 	0.646600  	0.209900  
-35.000000	-0.880000 	0.529900  	0.187600  
-30.000000	-0.846000 	0.414100  	0.164100  
-25.000000	-0.784000 	0.303000  	0.139600  
-24.000000	-0.768000 	0.281700  	0.134500  
-23.000000	-0.751000 	0.260800  	0.129400  
-22.000000	-0.733000 	0.240400  	0.124300  
-21.000000	-0.714000 	0.220500  	0.119100  
-20.000000	-0.693000 	0.201100  	0.113900  
-19.000000	-0.671000 	0.182200  	0.108600  
-18.000000	-0.648000 	0.164000  	0.103200  
-17.000000	-0.624000 	0.146500  	0.097500  
-16.000000	-0.601000 	0.130000  	0.089800  
-15.000000	-0.579000 	0.114500  	0.079900  
-14.000000	-0.559000 	0.100000  	0.068200  
-13.000000	-0.539000 	0.086700  	0.054700  
-12.000000	-0.519000 	0.074400  	0.039700  
-11.000000	-0.499000 	0.063300  	0.023400  
-10.000000	-0.480000 	0.053400  	0.006000  
-5.540000 	-0.385000 	0.024500  	-0.080000 
-5.040000 	-0.359000 	0.022500  	-0.080000 
-4.540000 	-0.360000 	0.019600  	-0.080000 
-4.040000 	-0.355000 	0.017400  	-0.080000 
-3.540000 	-0.307000 	0.016200  	-0.080000 
-3.040000 	-0.246000 	0.014400  	-0.080000 
-3.000000 	-0.240000 	0.024000  	-0.062300 
-2.500000 	-0.163000 	0.018800  	-0.067400 
-2.000000 	-0.091000 	0.016000  	-0.071200 
-1.500000 	-0.019000 	0.013700  	-0.074600 
-1.000000 	0.052000  	0.011800  	-0.077800 
-0.500000 	0.121000  	0.010400  	-0.080600 
0.000000  	0.196000  	0.009400  	-0.083100 
0.500000  	0.265000  	0.009600  	-0.086300 
1.000000  	0.335000  	0.009800  	-0.089500 
1.500000  	0.404000  	0.009900  	-0.092400 
2.000000  	0.472000  	0.010000  	-0.094900 
2.500000  	0.540000  	0.010200  	-0.097300 
3.000000  	0.608000  	0.010300  	-0.099600 
3.500000  	0.674000  	0.010400  	-0.101600 
4.000000  	0.742000  	0.010500  	-0.103700 
4.500000  	0.809000  	0.010700  	-0.105700 
5.000000  	0.875000  	0.010800  	-0.107600 
5.500000  	0.941000  	0.010900  	-0.109400 
6.000000  	1.007000  	0.011000  	-0.110900 
6.500000  	1.071000  	0.011300  	-0.111800 
7.000000  	1.134000  	0.011500  	-0.112700 
7.500000  	1.198000  	0.011700  	-0.113800 
8.000000  	1.260000  	0.012000  	-0.114400 
8.500000  	1.318000  	0.012600  	-0.113700 
9.000000  	1.368000  	0.013300  	-0.111200 
9.500000  	1.422000  	0.014300  	-0.110000 
10.000000 	1.475000  	0.015600  	-0.108600 
10.500000 	1.523000  	0.017400  	-0.106400 
11.000000 	1.570000  	0.019400  	-0.104400 
11.500000 	1.609000  	0.022700  	-0.101300 
12.000000 	1.642000  	0.026900  	-0.098000 
12.500000 	1.675000  	0.031900  	-0.095300 
13.000000 	1.700000  	0.039800  	-0.092500 
13.500000 	1.717000  	0.048800  	-0.089600 
14.000000 	1.712000  	0.061400  	-0.086400 
14.500000 	1.703000  	0.078600  	-0.084000 
15.500000 	1.671000  	0.117300  	-0.083000 
16.000000 	1.649000  	0.137700  	-0.084800 
16.500000 	1.621000  	0.160000  	-0.088000 
17.000000 	1.598000  	0.181400  	-0.092600 
17.500000 	1.571000  	0.204200  	-0.098400 
18.000000 	1.549000  	0.231600  	-0.105200 
19.000000 	1.544000  	0.271900  	-0.115800 
19.500000 	1.549000  	0.290600  	-0.121300 
20.000000 	1.565000  	0.308500  	-0.124800 
21.000000 	1.565000  	0.344700  	-0.131700 
22.000000 	1.563000  	0.382000  	-0.138500 
23.000000 	1.558000  	0.420300  	-0.145200 
24.000000 	1.552000  	0.459300  	-0.151800 
25.000000 	1.546000  	0.498800  	-0.158300 
26.000000 	1.539000  	0.538700  	-0.164700 
28.000000 	1.527000  	0.618700  	-0.177000 
30.000000 	1.522000  	0.697800  	-0.188600 
32.000000 	1.529000  	0.774700  	-0.199400 
35.000000 	1.544000  	0.886900  	-0.214800 
40.000000 	1.529000  	1.067100  	-0.239200 
45.000000 	1.471000  	1.231900  	-0.262200 
50.000000 	1.376000  	1.374700  	-0.283900 
55.000000 	1.249000  	1.489900  	-0.304300 
60.000000 	1.097000  	1.572800  	-0.323600 
65.000000 	0.928000  	1.620200  	-0.341700 
70.000000 	0.750000  	1.630200  	-0.358600 
75.000000 	0.570000  	1.603100  	-0.374500 
80.000000 	0.396000  	1.542300  	-0.389200 
85.000000 	0.237000  	1.459800  	-0.402800 
90.000000 	0.101000  	1.404100  	-0.415100 
95.000000 	-0.022000 	1.405300  	-0.426100 
100.000000	-0.143000 	1.391400  	-0.435700 
105.000000	-0.261000 	1.362500  	-0.443700 
110.000000	-0.374000 	1.318800  	-0.449800 
115.000000	-0.480000 	1.260800  	-0.453800 
120.000000	-0.575000 	1.189100  	-0.455300 
125.000000	-0.659000 	1.104600  	-0.454000 
130.000000	-0.727000 	1.008600  	-0.449200 
135.000000	-0.778000 	0.902500  	-0.440500 
140.000000	-0.809000 	0.788300  	-0.427000 
145.000000	-0.818000 	0.668400  	-0.407800 
150.000000	-0.800000 	0.545700  	-0.382100 
155.000000	-0.754000 	0.423600  	-0.348400 
160.000000	-0.677000 	0.306600  	-0.305400 
170.000000	-0.417000 	0.108500  	-0.184200 
175.000000	-0.229000 	0.051000  	-0.101300 
180.000000	0.000000  	0.040700  	0.000000  
