AeroDyn airfoil file.
auto generated by airfoil.py (part of rotor TEAM)
1         	Number of airfoil tables in this file   
0         	Table ID parameter                      
9.000000  	Stall angle (deg)                       
0.000000  	No longer used, enter zero              
0.000000  	No longer used, enter zero              
0.000000  	No longer used, enter zero              
-1.343000 	Angle of attack for zero Cn for linear Cn curve (deg)
7.488800  	Cn slope for zero lift for linear Cn curve (1/rad)
1.351900  	Cn at stall value for positive angle of attack for linear Cn curve
-0.322600 	Cn at stall value for negative angle of attack for linear Cn curve
0.000000  	Angle of attack for minimum CD (deg)    
0.011300  	Minimum CD value                        
-180.000000	0.000000  	0.060200  	0.000000  
-175.000000	0.218000  	0.069900  	0.093400  
-170.000000	0.397000  	0.110700  	0.169700  
-160.000000	0.642000  	0.304500  	0.281300  
-155.000000	0.715000  	0.417900  	0.320800  
-150.000000	0.757000  	0.535500  	0.351600  
-145.000000	0.772000  	0.653500  	0.375200  
-140.000000	0.762000  	0.768500  	0.392600  
-135.000000	0.731000  	0.877700  	0.404800  
-130.000000	0.680000  	0.978800  	0.412600  
-125.000000	0.613000  	1.070000  	0.416600  
-120.000000	0.532000  	1.149900  	0.417600  
-115.000000	0.439000  	1.217400  	0.415800  
-110.000000	0.337000  	1.271600  	0.411700  
-105.000000	0.228000  	1.311800  	0.405700  
-100.000000	0.114000  	1.337800  	0.397900  
-95.000000	-0.002000 	1.349200  	0.388700  
-90.000000	-0.120000 	1.346000  	0.378100  
-85.000000	-0.236000 	1.328300  	0.366300  
-80.000000	-0.349000 	1.296400  	0.353400  
-75.000000	-0.456000 	1.250700  	0.339400  
-70.000000	-0.557000 	1.191800  	0.324400  
-65.000000	-0.647000 	1.120400  	0.308400  
-60.000000	-0.727000 	1.037600  	0.291400  
-55.000000	-0.792000 	0.944600  	0.273300  
-50.000000	-0.842000 	0.842900  	0.254300  
-45.000000	-0.874000 	0.734500  	0.234200  
-40.000000	-0.886000 	0.621500  	0.212900  
-35.000000	-0.875000 	0.506700  	0.190600  
-30.000000	-0.839000 	0.393200  	0.167000  
-25.000000	-0.777000 	0.284900  	0.142200  
-24.000000	-0.761000 	0.264200  	0.137100  
-23.000000	-0.744000 	0.244000  	0.132000  
-22.000000	-0.725000 	0.224200  	0.126800  
-21.000000	-0.706000 	0.204900  	0.121500  
-20.000000	-0.685000 	0.186100  	0.116200  
-19.000000	-0.662000 	0.168700  	0.109700  
-18.000000	-0.635000 	0.153300  	0.101200  
-17.000000	-0.605000 	0.139800  	0.090700  
-16.000000	-0.571000 	0.128100  	0.078400  
-15.000000	-0.534000 	0.118300  	0.064600  
-14.000000	-0.494000 	0.110100  	0.049400  
-13.000000	-0.452000 	0.103600  	0.033000  
-12.000000	-0.407000 	0.098600  	0.015600  
-11.000000	-0.360000 	0.095100  	-0.002600 
-10.000000	-0.311000 	0.093100  	-0.021300 
-8.000000 	-0.208000 	0.093000  	-0.060000 
-6.000000 	-0.111000 	0.068900  	-0.050000 
-5.500000 	-0.090000 	0.061400  	-0.051600 
-5.000000 	-0.072000 	0.054700  	-0.053200 
-4.500000 	-0.065000 	0.048000  	-0.053800 
-4.000000 	-0.054000 	0.041100  	-0.054400 
-3.500000 	-0.017000 	0.034900  	-0.055400 
-3.000000 	0.003000  	0.029900  	-0.055800 
-2.500000 	0.014000  	0.025500  	-0.055500 
-2.000000 	0.009000  	0.019800  	-0.053400 
-1.500000 	0.004000  	0.016400  	-0.044200 
-1.000000 	0.036000  	0.014700  	-0.046900 
-0.500000 	0.073000  	0.013700  	-0.052200 
0.000000  	0.137000  	0.011300  	-0.057300 
0.500000  	0.213000  	0.011400  	-0.064400 
